# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YNL067W-A	YNL067W-A	YNL067W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YNL067W-B	YNL067W-B	YNL067W-B_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YNL089C	YNL089C	YNL089C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YNL092W	YNL092W	YNL092W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
YNL095C	YNL095C	YNL095C_mRNA	protein_coding	1	0	0	11	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	3
YNL097C-B	YNL097C-B	YNL097C-B_mRNA	protein_coding	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9
YNL097W-A	YNL097W-A	YNL097W-A_mRNA	protein_coding	0	0	1	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	9
YNL100W	YNL100W	YNL100W_mRNA	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
YNL103W-A	YNL103W-A	YNL103W-A_mRNA	protein_coding	0	0	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	15
YNL108C	YNL108C	YNL108C_mRNA	protein_coding	0	7	0	62	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	7	24
YNL109W	YNL109W	YNL109W_mRNA	protein_coding	0	5	2	61	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	5	38
YNL114C	YNL114C	YNL114C_mRNA	protein_coding	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25
YNL115C	YNL115C	YNL115C_mRNA	protein_coding	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19
YNL120C	YNL120C	YNL120C_mRNA	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
YNL122C	YNL122C	YNL122C_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
YNL134C	YNL134C	YNL134C_mRNA	protein_coding	1	0	0	10	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	5
YNL140C	YNL140C	YNL140C_mRNA	protein_coding	2	0	0	3	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	1
YNL143C	YNL143C	YNL143C_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
YNL144C	YNL144C	YNL144C_mRNA	protein_coding	0	0	1	7	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3
YNL144W-A	YNL144W-A	YNL144W-A_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
YNL146C-A	YNL146C-A	YNL146C-A_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
YNL146W	YNL146W	YNL146W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
YNL150W	YNL150W	YNL150W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
YNL162W-A	YNL162W-A	YNL162W-A_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
YNL165W	YNL165W	YNL165W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
YNL170W	YNL170W	YNL170W_mRNA	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
YNL171C	YNL171C	YNL171C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
YNL174W	YNL174W	YNL174W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL179C	YNL179C	YNL179C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YNL184C	YNL184C	YNL184C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YNL190W	YNL190W	YNL190W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YNL193W	YNL193W	YNL193W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YNL194C	YNL194C	YNL194C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNL195C	YNL195C	YNL195C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL198C	YNL198C	YNL198C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNL203C	YNL203C	YNL203C_mRNA	protein_coding	1	0	0	7	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	3
YNL205C	YNL205C	YNL205C_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
YNL208W	YNL208W	YNL208W_mRNA	protein_coding	0	0	1	6	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1
YNL217W	YNL217W	YNL217W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YNL226W	YNL226W	YNL226W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YNL228W	YNL228W	YNL228W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL234W	YNL234W	YNL234W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL235C	YNL235C	YNL235C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
YNL247W	YNL247W	YNL247W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YNL266W	YNL266W	YNL266W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YNL276C	YNL276C	YNL276C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL277W-A	YNL277W-A	YNL277W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNL284C-A	YNL284C-A	YNL284C-A		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YNL284C-B	YNL284C-B	YNL284C-B		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
YNL285W	YNL285W	YNL285W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YNL296W	YNL296W	YNL296W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YNL303W	YNL303W	YNL303W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YNL319W	YNL319W	YNL319W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL320W	YNL320W	YNL320W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL324W	YNL324W	YNL324W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YNL337W	YNL337W	YNL337W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNL338W	YNL338W	YNL338W_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
YNL339W-A	YNL339W-A	YNL339W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YNR001W-A	YNR001W-A	YNR001W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNR003W-A	YNR003W-A	YNR003W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNR005C	YNR005C	YNR005C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YNR014W	YNR014W	YNR014W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YNR021W	YNR021W	YNR021W_mRNA	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
YNR025C	YNR025C	YNR025C_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
YNR029C	YNR029C	YNR029C_mRNA	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
YNR040W	YNR040W	YNR040W_mRNA	protein_coding	1	0	0	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6
YNR042W	YNR042W	YNR042W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNR048W	YNR048W	YNR048W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YNR061C	YNR061C	YNR061C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YNR062C	YNR062C	YNR062C_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
YNR063W	YNR063W	YNR063W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YNR064C	YNR064C	YNR064C_mRNA	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
YNR065C	YNR065C	YNR065C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YNR066C	YNR066C	YNR066C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YNR068C	YNR068C	YNR068C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YNR071C	YNR071C	YNR071C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YNR075C-A	YNR075C-A	YNR075C-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
YNR077C	YNR077C	YNR077C_mRNA	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
YOL013W-A	YOL013W-A	YOL013W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOL013W-B	YOL013W-B	YOL013W-B_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOL014W	YOL014W	YOL014W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOL019W	YOL019W	YOL019W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YOL019W-A	YOL019W-A	YOL019W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YOL024W	YOL024W	YOL024W_mRNA	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
YOL029C	YOL029C	YOL029C_mRNA	protein_coding	1	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26
YOL035C	YOL035C	YOL035C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOL036W	YOL036W	YOL036W_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
YOL037C	YOL037C	YOL037C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YOL038C-A	YOL038C-A	YOL038C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YOL046C	YOL046C	YOL046C_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
YOL050C	YOL050C	YOL050C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YOL057W	YOL057W	YOL057W_mRNA	protein_coding	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
YOL071W	YOL071W	YOL071W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOL075C	YOL075C	YOL075C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YOL079W	YOL079W	YOL079W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOL083C-A	YOL083C-A	YOL083C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOL085C	YOL085C	YOL085C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YOL085W-A	YOL085W-A	YOL085W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YOL097W-A	YOL097W-A	YOL097W-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YOL099C	YOL099C	YOL099C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
YOL103W-A	YOL103W-A	YOL103W-A		0	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2
YOL103W-B	YOL103W-B	YOL103W-B		0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2
YOL106W	YOL106W	YOL106W_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
YOL107W	YOL107W	YOL107W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YOL118C	YOL118C	YOL118C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YOL131W	YOL131W	YOL131W_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
YOL134C	YOL134C	YOL134C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
YOL150C	YOL150C	YOL150C_mRNA	protein_coding	0	4	0	69	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	4	21
YOL155W-A	YOL155W-A	YOL155W-A_mRNA	protein_coding	0	0	0	47	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	15
YOL159C-A	YOL159C-A	YOL159C-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YOL160W	YOL160W	YOL160W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YOL162W	YOL162W	YOL162W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YOL163W	YOL163W	YOL163W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YOL164W-A	YOL164W-A	YOL164W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YOL166C	YOL166C	YOL166C_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
YOL166W-A	YOL166W-A	YOL166W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YOP1	YPR028W	YPR028W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOR008C-A	YOR008C-A	YOR008C-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YOR008W-B	YOR008W-B	YOR008W-B_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
YOR011W-A	YOR011W-A	YOR011W-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
YOR012W	YOR012W	YOR012W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YOR015W	YOR015W	YOR015W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YOR019W	YOR019W	YOR019W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR020W-A	YOR020W-A	YOR020W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
YOR024W	YOR024W	YOR024W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOR029W	YOR029W	YOR029W_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
YOR032W-A	YOR032W-A	YOR032W-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
YOR034C-A	YOR034C-A	YOR034C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
YOR041C	YOR041C	YOR041C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR050C	YOR050C	YOR050C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
YOR052C	YOR052C	YOR052C_mRNA	protein_coding	0	0	1	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
YOR053W	YOR053W	YOR053W_mRNA	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	3
YOR055W	YOR055W	YOR055W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
YOR059C	YOR059C	YOR059C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YOR062C	YOR062C	YOR062C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YOR072W	YOR072W	YOR072W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR072W-A	YOR072W-A	YOR072W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR072W-B	YOR072W-B	YOR072W-B_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR073W-A	YOR073W-A	YOR073W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR082C	YOR082C	YOR082C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
YOR097C	YOR097C	YOR097C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR1	YGR281W	YGR281W_mRNA	protein_coding	0	1	1	7	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	4
YOR108C-A	YOR108C-A	YOR108C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
YOR111W	YOR111W	YOR111W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR114W	YOR114W	YOR114W_mRNA	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2
YOR121C	YOR121C	YOR121C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
YOR131C	YOR131C	YOR131C_mRNA	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
YOR139C	YOR139C	YOR139C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR142W-A	YOR142W-A	YOR142W-A		0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5
YOR142W-B	YOR142W-B	YOR142W-B		0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
YOR146W	YOR146W	YOR146W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR161C-C	YOR161C-C	YOR161C-C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YOR161W-A	YOR161W-A	YOR161W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR161W-B	YOR161W-B	YOR161W-B_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YOR169C	YOR169C	YOR169C_mRNA	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YOR170W	YOR170W	YOR170W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR186C-A	YOR186C-A	YOR186C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR186W	YOR186W	YOR186W_mRNA	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
YOR192C-B	YOR192C-B	YOR192C-B		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
YOR192C-C	YOR192C-C	YOR192C-C_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
YOR199W	YOR199W	YOR199W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR200W	YOR200W	YOR200W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR203W	YOR203W	YOR203W_mRNA	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
YOR218C	YOR218C	YOR218C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
YOR225W	YOR225W	YOR225W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
YOR231C-A	YOR231C-A	YOR231C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR238W	YOR238W	YOR238W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR248W	YOR248W	YOR248W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR263C	YOR263C	YOR263C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
YOR277C	YOR277C	YOR277C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
YOR282W	YOR282W	YOR282W_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
YOR283W	YOR283W	YOR283W_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
YOR289W	YOR289W	YOR289W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YOR296W	YOR296W	YOR296W_mRNA	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
YOR300W	YOR300W	YOR300W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
YOR302W	YOR302W	YOR302W_mRNA	protein_coding	0	0	1	6	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1
YOR309C	YOR309C	YOR309C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
YOR314W	YOR314W	YOR314W_mRNA	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
YOR314W-A	YOR314W-A	YOR314W-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
YOR316C-A	YOR316C-A	YOR316C-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YOR318C	YOR318C	YOR318C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YOR325W	YOR325W	YOR325W_mRNA	protein_coding	0	0	0	28	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	9
YOR329W-A	YOR329W-A	YOR329W-A_mRNA	protein_coding	0	0	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	24
YOR331C	YOR331C	YOR331C_mRNA	protein_coding	1	0	1	42	0	0	0	0	27	0	0	1	0	0	0	0	1	0	0	0	15
YOR333C	YOR333C	YOR333C_mRNA	protein_coding	0	0	1	47	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	19
YOR335W-A	YOR335W-A	YOR335W-A_mRNA	protein_coding	0	0	0	49	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	25
YOR338W	YOR338W	YOR338W_mRNA	protein_coding	0	0	2	40	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	21
YOR342C	YOR342C	YOR342C_mRNA	protein_coding	0	2	1	20	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	2	2
YOR343C	YOR343C	YOR343C_mRNA	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1
